User,Session,Context,Utterance,Gist,Response,ASR_Error,Gist_Correct,Response_Appropriate
p30,1,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,Based on your results which we think he likely has at most a year left,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p30,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",So based on the cancer and the test that we got you are not responding to any of the treatments that we've tried and this likely means that you will die from this cancer and in terms of time course that will likely be sooner rather than later how does that make you,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,2,0,0
p30,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Yes of course so your cancer is is not treatable at this point it's not responding to the medications we have tried and you likely only have a year to live,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i'm still not hearing you very well. i'm just really anxious. i have some more questions for now, maybe we can come back to it later.",0,0,0
p30,1,What do you think this means for me in the future ?,Likely are our biggest focus now is to focus on making you comfortable we can't say for sure how much time you have left but i think based on our estimates it's likely about 3 months to a year,((THE PROGNOSIS IS THAT I MAY LIVE FOR |3| MONTHS |.|)),"That's difficult to hear . are you certain i don't have any more time than 3 months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",0,1,1
p30,2,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",How are you feeling today,((HOW AM I DOING TODAY ?)),The pain isn't too bad today . i'm mostly just anxious .,0,1,1
p30,2,I still don't quite understand the test results. could you please explain in simple terms ?,I'm glad to hear that you're feeling okay but i'm sorry to hear that your anxiety has pretty bad so is it okay if i start,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p30,2,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",Yes of course i'll be so based on your test results it looks like you are not responding to the treatments that we have tried and you likely have no other options unfortunately we first see you will likely not live more than a year and most likely no more than 3 months,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p30,2,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Of course so based on the test results it looks like you are not responding to the treatment and likely have 3 months to live,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i'm still not hearing you very well. i'm just really anxious. i have some more questions for now, maybe we can come back to it later.",0,0,0
p30,2,What do you think this means for me in the future ?,I think likely you have a limited time left like lie about three months at most a year so i think we can start focusing on getting your symptoms under control and having you spend time with people and things that are important to you,((THE PROGNOSIS IS THAT I MAY LIVE FOR THREE MONTHS |.|)),"That's difficult to hear . are you certain i don't have any more time than three months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",0,1,1
p30,2,"That's difficult to hear . are you certain i don't have any more time than three months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",Everyone is different and we take this from case-by-case but based on your prognosis we don't think you have any longer than 3 months,((MY UNDERSTANDING OF MY PROGNOSIS MAY BE CORRECT |.|)),"I've heard how challenging it is to predict these things . all the same , for someone with such a bleak prognosis, i'm actually feeling pretty great . is there a chance i may be able to beat this ?",0,-1,1
p30,2,"I've heard how challenging it is to predict these things . all the same , for someone with such a bleak prognosis, i'm actually feeling pretty great . is there a chance i may be able to beat this ?",Unfortunately just given your responsiveness to the treatments and the location inside of your cancer that is unlikely but i'm really glad to hear that you're feeling better and we want to prolong that feeling as long as possible,((MY HEALTH RIGHT NOW MAY CHANGE MY PROGNOSIS |.|)),"Well, that's certainly better than nothing. i hope i can keep up this good health as long as possible and spend my remaining time with my family .",0,1,1
p30,2,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,I understand these things can move very quickly and i hope that we can make you as comfortable and as ready as possible as well as your family as well,((NIL GIST |:| NOTHING FOUND FOR WHY DO I HAVE CANCER |.|)),I just don't understand why this had to affect me of all people . i'm thankful you're here to help me through it .,0,0,1
p30,2,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,If if it helps you can always bring them to your next appointment but i would recommend just being concise and letting them know that you still feel okay and that the next time you have is going to be about spending the most time with them as you can,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",0,0,1
p30,2,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,I understand i hope that my team can make sure that they have the least amount they have to worry about and that you are feeling comfortable and will help you along in this process,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Alright. i'll do what i can, even if the conversation will be challenging. my family has to know the truth.",0,0,-1
